C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS                                                               
B025,R150,00-05-00,AVENUE U,BQ,BMT,06/14/2017,01:00:00,REGULAR,0100663379,0000000000                                              
B025,R150,00-05-00,AVENUE U,BQ,BMT,06/14/2017,05:00:00,REGULAR,0100663379,0000000000                                              
B025,R150,00-05-00,AVENUE U,BQ,BMT,06/14/2017,09:00:00,REGULAR,0100663379,0000000000                                              
B025,R150,00-05-00,AVENUE U,BQ,BMT,06/14/2017,13:00:00,REGULAR,0100663379,0000000000                                              
B025,R150,00-05-00,AVENUE U,BQ,BMT,06/14/2017,17:00:00,REGULAR,0100663379,0000000000                                              
B025,R150,00-05-00,AVENUE U,BQ,BMT,06/14/2017,21:00:00,REGULAR,0100663379,0000000000                                              
B025,R150,00-05-00,AVENUE U,BQ,BMT,06/15/2017,01:00:00,REGULAR,0100663379,0000000000                                              
B025,R150,00-05-00,AVENUE U,BQ,BMT,06/15/2017,05:00:00,REGULAR,0100663379,0000000000                                              
B025,R150,00-05-00,AVENUE U,BQ,BMT,06/15/2017,09:00:00,REGULAR,0100663379,0000000000                                              
B025,R150,00-05-00,AVENUE U,BQ,BMT,06/15/2017,13:00:00,REGULAR,0100663379,0000000000                                              
B025,R150,00-05-00,AVENUE U,BQ,BMT,06/15/2017,17:00:00,REGULAR,0100663379,0000000000                                              
B025,R150,00-05-00,AVENUE U,BQ,BMT,06/15/2017,21:00:00,REGULAR,0100663379,0000000000                                              
B025,R150,00-05-00,AVENUE U,BQ,BMT,06/16/2017,01:00:00,REGULAR,0100663379,0000000000                                              
B025,R150,00-05-00,AVENUE U,BQ,BMT,06/16/2017,05:00:00,REGULAR,0100663379,0000000000                                              
B025,R150,00-05-00,AVENUE U,BQ,BMT,06/16/2017,09:00:00,REGULAR,0100663379,0000000000                                              
B025,R150,00-05-00,AVENUE U,BQ,BMT,06/16/2017,13:00:00,REGULAR,0100663379,0000000000                                              
B025,R150,00-05-00,AVENUE U,BQ,BMT,06/16/2017,17:00:00,REGULAR,0100663379,0000000000                                              
B025,R150,00-05-00,AVENUE U,BQ,BMT,06/16/2017,21:00:00,REGULAR,0100663379,0000000000                                              
B025,R150,00-05-01,AVENUE U,BQ,BMT,06/10/2017,01:00:00,REGULAR,0067108864,0016777237                                              
B025,R150,00-05-01,AVENUE U,BQ,BMT,06/10/2017,05:00:00,REGULAR,0067108864,0016777237                                              
B025,R150,00-05-01,AVENUE U,BQ,BMT,06/10/2017,09:00:00,REGULAR,0067108864,0016777237                                              
B025,R150,00-05-01,AVENUE U,BQ,BMT,06/10/2017,13:00:00,REGULAR,0067108864,0016777237                                              
B025,R150,00-05-01,AVENUE U,BQ,BMT,06/10/2017,17:00:00,REGULAR,0067108864,0016777237                                              
B025,R150,00-05-01,AVENUE U,BQ,BMT,06/10/2017,21:00:00,REGULAR,0067108864,0016777237                                              
B025,R150,00-05-01,AVENUE U,BQ,BMT,06/11/2017,01:00:00,REGULAR,0067108864,0016777237                                              
B025,R150,00-05-01,AVENUE U,BQ,BMT,06/11/2017,05:00:00,REGULAR,0067108864,0016777237                                              
B025,R150,00-05-01,AVENUE U,BQ,BMT,06/11/2017,09:00:00,REGULAR,0067108864,0016777237                                              
B025,R150,00-05-01,AVENUE U,BQ,BMT,06/11/2017,13:00:00,REGULAR,0067108864,0016777237                                              
B025,R150,00-05-01,AVENUE U,BQ,BMT,06/11/2017,17:00:00,REGULAR,0067108864,0016777237                                              
B025,R150,00-05-01,AVENUE U,BQ,BMT,06/11/2017,21:00:00,REGULAR,0067108864,0016777237                                              
B025,R150,00-05-01,AVENUE U,BQ,BMT,06/12/2017,01:00:00,REGULAR,0067108864,0016777237                                              
B025,R150,00-05-01,AVENUE U,BQ,BMT,06/12/2017,05:00:00,REGULAR,0067108864,0016777237                                              
B025,R150,00-05-01,AVENUE U,BQ,BMT,06/12/2017,09:00:00,REGULAR,0067108864,0016777237                                              
B025,R150,00-05-01,AVENUE U,BQ,BMT,06/12/2017,13:00:00,REGULAR,0067108864,0016777237                                              
B025,R150,00-05-01,AVENUE U,BQ,BMT,06/12/2017,17:00:00,REGULAR,0067108864,0016777237                                              
B025,R150,00-05-01,AVENUE U,BQ,BMT,06/12/2017,21:00:00,REGULAR,0067108864,0016777237                                              
B025,R150,00-05-01,AVENUE U,BQ,BMT,06/13/2017,01:00:00,REGULAR,0067108864,0016777237                                              
B025,R150,00-05-01,AVENUE U,BQ,BMT,06/13/2017,05:00:00,REGULAR,0067108864,0016777237                                              
B025,R150,00-05-01,AVENUE U,BQ,BMT,06/13/2017,09:00:00,REGULAR,0067108864,0016777237                                              
B025,R150,00-05-01,AVENUE U,BQ,BMT,06/13/2017,13:00:00,REGULAR,0067108864,0016777237                                              
B025,R150,00-05-01,AVENUE U,BQ,BMT,06/13/2017,17:00:00,REGULAR,0067108864,0016777237                                              
B025,R150,00-05-01,AVENUE U,BQ,BMT,06/13/2017,21:00:00,REGULAR,0067108864,0016777237                                              
B025,R150,00-05-01,AVENUE U,BQ,BMT,06/14/2017,01:00:00,REGULAR,0067108864,0016777237                                              
B025,R150,00-05-01,AVENUE U,BQ,BMT,06/14/2017,05:00:00,REGULAR,0067108864,0016777237                                              
B025,R150,00-05-01,AVENUE U,BQ,BMT,06/14/2017,09:00:00,REGULAR,0067108864,0016777237                                              
B025,R150,00-05-01,AVENUE U,BQ,BMT,06/14/2017,13:00:00,REGULAR,0067108864,0016777237                                              
B025,R150,00-05-01,AVENUE U,BQ,BMT,06/14/2017,17:00:00,REGULAR,0067108864,0016777237                                              
B025,R150,00-05-01,AVENUE U,BQ,BMT,06/14/2017,21:00:00,REGULAR,0067108864,0016777237                                              
B025,R150,00-05-01,AVENUE U,BQ,BMT,06/15/2017,01:00:00,REGULAR,0067108864,0016777237                                              
B025,R150,00-05-01,AVENUE U,BQ,BMT,06/15/2017,05:00:00,REGULAR,0067108864,0016777237                                              
B025,R150,00-05-01,AVENUE U,BQ,BMT,06/15/2017,09:00:00,REGULAR,0067108864,0016777237                                              
B025,R150,00-05-01,AVENUE U,BQ,BMT,06/15/2017,13:00:00,REGULAR,0067108864,0016777237                                              
B025,R150,00-05-01,AVENUE U,BQ,BMT,06/15/2017,17:00:00,REGULAR,0067108864,0016777237                                              
B025,R150,00-05-01,AVENUE U,BQ,BMT,06/15/2017,21:00:00,REGULAR,0067108864,0016777237                                              
B025,R150,00-05-01,AVENUE U,BQ,BMT,06/16/2017,01:00:00,REGULAR,0067108864,0016777237                                              
B025,R150,00-05-01,AVENUE U,BQ,BMT,06/16/2017,05:00:00,REGULAR,0067108864,0016777237                                              
B025,R150,00-05-01,AVENUE U,BQ,BMT,06/16/2017,09:00:00,REGULAR,0067108864,0016777237                                              
B025,R150,00-05-01,AVENUE U,BQ,BMT,06/16/2017,13:00:00,REGULAR,0067108864,0016777237                                              
B025,R150,00-05-01,AVENUE U,BQ,BMT,06/16/2017,17:00:00,REGULAR,0067108864,0016777237                                              
B025,R150,00-05-01,AVENUE U,BQ,BMT,06/16/2017,21:00:00,REGULAR,0067108864,0016777237                                              
B026,R230,00-00-00,NECK RD,BQ,BMT,06/10/2017,00:00:00,REGULAR,0000329274,0000348204                                               
B026,R230,00-00-00,NECK RD,BQ,BMT,06/10/2017,04:00:00,REGULAR,0000329285,0000348239                                               
B026,R230,00-00-00,NECK RD,BQ,BMT,06/10/2017,08:00:00,REGULAR,0000329339,0000348257                                               
B026,R230,00-00-00,NECK RD,BQ,BMT,06/10/2017,12:00:00,REGULAR,0000329456,0000348278                                               
B026,R230,00-00-00,NECK RD,BQ,BMT,06/10/2017,16:00:00,REGULAR,0000329549,0000348360                                               
B026,R230,00-00-00,NECK RD,BQ,BMT,06/10/2017,20:00:00,REGULAR,0000329625,0000348491                                               
B026,R230,00-00-00,NECK RD,BQ,BMT,06/11/2017,00:00:00,REGULAR,0000329658,0000348596                                               
B026,R230,00-00-00,NECK RD,BQ,BMT,06/11/2017,04:00:00,REGULAR,0000329677,0000348615                                               
B026,R230,00-00-00,NECK RD,BQ,BMT,06/11/2017,08:00:00,REGULAR,0000329706,0000348618                                               
B026,R230,00-00-00,NECK RD,BQ,BMT,06/11/2017,12:00:00,REGULAR,0000329817,0000348653                                               
B026,R230,00-00-00,NECK RD,BQ,BMT,06/11/2017,16:00:00,REGULAR,0000329898,0000348727                                               
B026,R230,00-00-00,NECK RD,BQ,BMT,06/11/2017,20:00:00,REGULAR,0000329944,0000348858                                               
B026,R230,00-00-00,NECK RD,BQ,BMT,06/12/2017,00:00:00,REGULAR,0000329972,0000348935                                               
B026,R230,00-00-00,NECK RD,BQ,BMT,06/12/2017,04:00:00,REGULAR,0000329983,0000348953                                               
B026,R230,00-00-00,NECK RD,BQ,BMT,06/12/2017,08:00:00,REGULAR,0000330146,0000348964                                               
B026,R230,00-00-00,NECK RD,BQ,BMT,06/12/2017,12:00:00,REGULAR,0000330349,0000349007                                               
B026,R230,00-00-00,NECK RD,BQ,BMT,06/12/2017,16:00:00,REGULAR,0000330431,0000349117                                               
B026,R230,00-00-00,NECK RD,BQ,BMT,06/12/2017,20:00:00,REGULAR,0000330529,0000349493                                               
B026,R230,00-00-00,NECK RD,BQ,BMT,06/13/2017,00:00:00,REGULAR,0000330553,0000349615                                               
B026,R230,00-00-00,NECK RD,BQ,BMT,06/13/2017,04:00:00,REGULAR,0000330560,0000349624                                               
B026,R230,00-00-00,NECK RD,BQ,BMT,06/13/2017,08:00:00,REGULAR,0000330708,0000349629                                               
B026,R230,00-00-00,NECK RD,BQ,BMT,06/13/2017,12:00:00,REGULAR,0000330899,0000349666                                               
B026,R230,00-00-00,NECK RD,BQ,BMT,06/13/2017,16:00:00,REGULAR,0000330961,0000349763                                               
B026,R230,00-00-00,NECK RD,BQ,BMT,06/13/2017,20:00:00,REGULAR,0000331022,0000350134                                               
B026,R230,00-00-00,NECK RD,BQ,BMT,06/14/2017,00:00:00,REGULAR,0000331041,0000350268                                               
B026,R230,00-00-00,NECK RD,BQ,BMT,06/14/2017,04:00:00,REGULAR,0000331048,0000350283                                               
B026,R230,00-00-00,NECK RD,BQ,BMT,06/14/2017,08:00:00,REGULAR,0000331180,0000350294                                               
B026,R230,00-00-00,NECK RD,BQ,BMT,06/14/2017,12:00:00,REGULAR,0000331366,0000350333                                               
B026,R230,00-00-00,NECK RD,BQ,BMT,06/14/2017,16:00:00,REGULAR,0000331447,0000350432                                               
B026,R230,00-00-00,NECK RD,BQ,BMT,06/14/2017,20:00:00,REGULAR,0000331509,0000350745                                               
B026,R230,00-00-00,NECK RD,BQ,BMT,06/15/2017,00:00:00,REGULAR,0000331539,0000350883                                               
B026,R230,00-00-00,NECK RD,BQ,BMT,06/15/2017,04:00:00,REGULAR,0000331546,0000350904                                               
B026,R230,00-00-00,NECK RD,BQ,BMT,06/15/2017,08:00:00,REGULAR,0000331714,0000350919                                               
B026,R230,00-00-00,NECK RD,BQ,BMT,06/15/2017,12:00:00,REGULAR,0000331953,0000350952                                               
B026,R230,00-00-00,NECK RD,BQ,BMT,06/15/2017,16:00:00,REGULAR,0000332054,0000351026                                               
B026,R230,00-00-00,NECK RD,BQ,BMT,06/15/2017,20:00:00,REGULAR,0000332126,0000351382                                               
B026,R230,00-00-00,NECK RD,BQ,BMT,06/16/2017,00:00:00,REGULAR,0000332147,0000351525                                               
B026,R230,00-00-00,NECK RD,BQ,BMT,06/16/2017,04:00:00,REGULAR,0000332155,0000351552                                               
B026,R230,00-00-00,NECK RD,BQ,BMT,06/16/2017,08:00:00,REGULAR,0000332309,0000351572                                               
B026,R230,00-00-00,NECK RD,BQ,BMT,06/16/2017,12:00:00,REGULAR,0000332532,0000351603                                               
B026,R230,00-00-00,NECK RD,BQ,BMT,06/16/2017,16:00:00,REGULAR,0000332644,0000351708                                               
B026,R230,00-00-00,NECK RD,BQ,BMT,06/16/2017,20:00:00,REGULAR,0000332756,0000352001                                               
B026,R230,00-00-01,NECK RD,BQ,BMT,06/10/2017,00:00:00,REGULAR,0000994130,0000280420                                               
B026,R230,00-00-01,NECK RD,BQ,BMT,06/10/2017,04:00:00,REGULAR,0000994139,0000280425                                               
B026,R230,00-00-01,NECK RD,BQ,BMT,06/10/2017,08:00:00,REGULAR,0000994205,0000280426                                               
B026,R230,00-00-01,NECK RD,BQ,BMT,06/10/2017,12:00:00,REGULAR,0000994356,0000280434                                               
B026,R230,00-00-01,NECK RD,BQ,BMT,06/10/2017,16:00:00,REGULAR,0000994485,0000280452                                               
B026,R230,00-00-01,NECK RD,BQ,BMT,06/10/2017,20:00:00,REGULAR,0000994570,0000280491                                               
B026,R230,00-00-01,NECK RD,BQ,BMT,06/11/2017,00:00:00,REGULAR,0000994605,0000280523                                               
B026,R230,00-00-01,NECK RD,BQ,BMT,06/11/2017,04:00:00,REGULAR,0000994609,0000280526                                               
B026,R230,00-00-01,NECK RD,BQ,BMT,06/11/2017,08:00:00,REGULAR,0000994639,0000280527                                               
B026,R230,00-00-01,NECK RD,BQ,BMT,06/11/2017,12:00:00,REGULAR,0000994789,0000280536                                               
B026,R230,00-00-01,NECK RD,BQ,BMT,06/11/2017,16:00:00,REGULAR,0000994935,0000280554                                               
B026,R230,00-00-01,NECK RD,BQ,BMT,06/11/2017,20:00:00,REGULAR,0000994972,0000280579                                               
B026,R230,00-00-01,NECK RD,BQ,BMT,06/12/2017,00:00:00,REGULAR,0000994983,0000280593                                               
B026,R230,00-00-01,NECK RD,BQ,BMT,06/12/2017,04:00:00,REGULAR,0000994987,0000280594                                               
B026,R230,00-00-01,NECK RD,BQ,BMT,06/12/2017,08:00:00,REGULAR,0000995202,0000280599                                               
B026,R230,00-00-01,NECK RD,BQ,BMT,06/12/2017,12:00:00,REGULAR,0000995419,0000280608                                               
B026,R230,00-00-01,NECK RD,BQ,BMT,06/12/2017,16:00:00,REGULAR,0000995494,0000280633                                               
B026,R230,00-00-01,NECK RD,BQ,BMT,06/12/2017,20:00:00,REGULAR,0000995598,0000280764                                               
B026,R230,00-00-01,NECK RD,BQ,BMT,06/13/2017,00:00:00,REGULAR,0000995623,0000280792                                               
B026,R230,00-00-01,NECK RD,BQ,BMT,06/13/2017,04:00:00,REGULAR,0000995625,0000280792                                               
B026,R230,00-00-01,NECK RD,BQ,BMT,06/13/2017,08:00:00,REGULAR,0000995813,0000280793                                               
B026,R230,00-00-01,NECK RD,BQ,BMT,06/13/2017,12:00:00,REGULAR,0000996041,0000280803                                               
B026,R230,00-00-01,NECK RD,BQ,BMT,06/13/2017,16:00:00,REGULAR,0000996121,0000280831                                               
B026,R230,00-00-01,NECK RD,BQ,BMT,06/13/2017,20:00:00,REGULAR,0000996199,0000280982                                               
B026,R230,00-00-01,NECK RD,BQ,BMT,06/14/2017,00:00:00,REGULAR,0000996228,0000281013                                               
B026,R230,00-00-01,NECK RD,BQ,BMT,06/14/2017,04:00:00,REGULAR,0000996229,0000281016                                               
B026,R230,00-00-01,NECK RD,BQ,BMT,06/14/2017,08:00:00,REGULAR,0000996382,0000281020                                               
B026,R230,00-00-01,NECK RD,BQ,BMT,06/14/2017,12:00:00,REGULAR,0000996587,0000281027                                               
B026,R230,00-00-01,NECK RD,BQ,BMT,06/14/2017,16:00:00,REGULAR,0000996664,0000281051                                               
B026,R230,00-00-01,NECK RD,BQ,BMT,06/14/2017,20:00:00,REGULAR,0000996741,0000281176                                               
B026,R230,00-00-01,NECK RD,BQ,BMT,06/15/2017,00:00:00,REGULAR,0000996763,0000281213                                               
B026,R230,00-00-01,NECK RD,BQ,BMT,06/15/2017,04:00:00,REGULAR,0000996767,0000281217                                               
B026,R230,00-00-01,NECK RD,BQ,BMT,06/15/2017,08:00:00,REGULAR,0000997016,0000281221                                               
B026,R230,00-00-01,NECK RD,BQ,BMT,06/15/2017,12:00:00,REGULAR,0000997305,0000281234                                               
B026,R230,00-00-01,NECK RD,BQ,BMT,06/15/2017,16:00:00,REGULAR,0000997406,0000281249                                               
B026,R230,00-00-01,NECK RD,BQ,BMT,06/15/2017,20:00:00,REGULAR,0000997493,0000281374                                               
B026,R230,00-00-01,NECK RD,BQ,BMT,06/16/2017,00:00:00,REGULAR,0000997517,0000281401                                               
B026,R230,00-00-01,NECK RD,BQ,BMT,06/16/2017,04:00:00,REGULAR,0000997521,0000281405                                               
B026,R230,00-00-01,NECK RD,BQ,BMT,06/16/2017,08:00:00,REGULAR,0000997735,0000281407                                               
B026,R230,00-00-01,NECK RD,BQ,BMT,06/16/2017,12:00:00,REGULAR,0000997984,0000281415                                               
B026,R230,00-00-01,NECK RD,BQ,BMT,06/16/2017,16:00:00,REGULAR,0000998083,0000281440                                               
B026,R230,00-00-01,NECK RD,BQ,BMT,06/16/2017,20:00:00,REGULAR,0000998182,0000281574                                               
B026,R230,00-00-02,NECK RD,BQ,BMT,06/10/2017,00:00:00,REGULAR,0007073968,0000688443                                               
B026,R230,00-00-02,NECK RD,BQ,BMT,06/10/2017,04:00:00,REGULAR,0007073972,0000688446                                               
B026,R230,00-00-02,NECK RD,BQ,BMT,06/10/2017,08:00:00,REGULAR,0007074031,0000688449                                               
B026,R230,00-00-02,NECK RD,BQ,BMT,06/10/2017,12:00:00,REGULAR,0007074199,0000688454                                               
B026,R230,00-00-02,NECK RD,BQ,BMT,06/10/2017,16:00:00,REGULAR,0007074339,0000688469                                               
B026,R230,00-00-02,NECK RD,BQ,BMT,06/10/2017,20:00:00,REGULAR,0007074455,0000688488                                               
B026,R230,00-00-02,NECK RD,BQ,BMT,06/11/2017,00:00:00,REGULAR,0007074500,0000688508                                               
B026,R230,00-00-02,NECK RD,BQ,BMT,06/11/2017,04:00:00,REGULAR,0007074511,0000688514                                               
B026,R230,00-00-02,NECK RD,BQ,BMT,06/11/2017,08:00:00,REGULAR,0007074552,0000688515                                               
B026,R230,00-00-02,NECK RD,BQ,BMT,06/11/2017,12:00:00,REGULAR,0007074711,0000688520                                               
B026,R230,00-00-02,NECK RD,BQ,BMT,06/11/2017,16:00:00,REGULAR,0007074834,0000688531                                               
B026,R230,00-00-02,NECK RD,BQ,BMT,06/11/2017,20:00:00,REGULAR,0007074907,0000688550                                               
B026,R230,00-00-02,NECK RD,BQ,BMT,06/12/2017,00:00:00,REGULAR,0007074939,0000688559                                               
B026,R230,00-00-02,NECK RD,BQ,BMT,06/12/2017,04:00:00,REGULAR,0007074941,0000688560                                               
B026,R230,00-00-02,NECK RD,BQ,BMT,06/12/2017,08:00:00,REGULAR,0007075184,0000688570                                               
B026,R230,00-00-02,NECK RD,BQ,BMT,06/12/2017,12:00:00,REGULAR,0007075448,0000688579                                               
B026,R230,00-00-02,NECK RD,BQ,BMT,06/12/2017,16:00:00,REGULAR,0007075564,0000688604                                               
B026,R230,00-00-02,NECK RD,BQ,BMT,06/12/2017,20:00:00,REGULAR,0007075700,0000688681                                               
B026,R230,00-00-02,NECK RD,BQ,BMT,06/13/2017,00:00:00,REGULAR,0007075730,0000688693                                               
B026,R230,00-00-02,NECK RD,BQ,BMT,06/13/2017,04:00:00,REGULAR,0007075735,0000688695                                               
B026,R230,00-00-02,NECK RD,BQ,BMT,06/13/2017,08:00:00,REGULAR,0007075933,0000688697                                               
B026,R230,00-00-02,NECK RD,BQ,BMT,06/13/2017,12:00:00,REGULAR,0007076226,0000688710                                               
B026,R230,00-00-02,NECK RD,BQ,BMT,06/13/2017,16:00:00,REGULAR,0007076336,0000688732                                               
B026,R230,00-00-02,NECK RD,BQ,BMT,06/13/2017,20:00:00,REGULAR,0007076458,0000688798                                               
B026,R230,00-00-02,NECK RD,BQ,BMT,06/14/2017,00:00:00,REGULAR,0007076502,0000688811                                               
B026,R230,00-00-02,NECK RD,BQ,BMT,06/14/2017,04:00:00,REGULAR,0007076508,0000688812                                               
B026,R230,00-00-02,NECK RD,BQ,BMT,06/14/2017,08:00:00,REGULAR,0007076698,0000688815                                               
B026,R230,00-00-02,NECK RD,BQ,BMT,06/14/2017,12:00:00,REGULAR,0007076972,0000688826                                               
B026,R230,00-00-02,NECK RD,BQ,BMT,06/14/2017,16:00:00,REGULAR,0007077091,0000688841                                               
B026,R230,00-00-02,NECK RD,BQ,BMT,06/14/2017,20:00:00,REGULAR,0007077206,0000688925                                               
B026,R230,00-00-02,NECK RD,BQ,BMT,06/15/2017,00:00:00,REGULAR,0007077259,0000688947                                               
B026,R230,00-00-02,NECK RD,BQ,BMT,06/15/2017,04:00:00,REGULAR,0007077265,0000688949                                               
B026,R230,00-00-02,NECK RD,BQ,BMT,06/15/2017,08:00:00,REGULAR,0007077472,0000688954                                               
B026,R230,00-00-02,NECK RD,BQ,BMT,06/15/2017,12:00:00,REGULAR,0007077742,0000688964                                               
B026,R230,00-00-02,NECK RD,BQ,BMT,06/15/2017,16:00:00,REGULAR,0007077860,0000688974                                               
B026,R230,00-00-02,NECK RD,BQ,BMT,06/15/2017,20:00:00,REGULAR,0007078005,0000689042                                               
B026,R230,00-00-02,NECK RD,BQ,BMT,06/16/2017,00:00:00,REGULAR,0007078047,0000689057                                               
B026,R230,00-00-02,NECK RD,BQ,BMT,06/16/2017,04:00:00,REGULAR,0007078051,0000689058                                               
B026,R230,00-00-02,NECK RD,BQ,BMT,06/16/2017,08:00:00,REGULAR,0007078283,0000689062                                               
B026,R230,00-00-02,NECK RD,BQ,BMT,06/16/2017,12:00:00,REGULAR,0007078507,0000689071                                               
B026,R230,00-00-02,NECK RD,BQ,BMT,06/16/2017,16:00:00,REGULAR,0007078595,0000689087                                               
B026,R230,00-00-02,NECK RD,BQ,BMT,06/16/2017,20:00:00,REGULAR,0007078711,0000689132                                               
B026,R230,00-00-03,NECK RD,BQ,BMT,06/10/2017,00:00:00,REGULAR,0001334522,0000211182                                               
B026,R230,00-00-03,NECK RD,BQ,BMT,06/10/2017,04:00:00,REGULAR,0001334530,0000211186                                               
B026,R230,00-00-03,NECK RD,BQ,BMT,06/10/2017,08:00:00,REGULAR,0001334589,0000211192                                               
B026,R230,00-00-03,NECK RD,BQ,BMT,06/10/2017,12:00:00,REGULAR,0001334753,0000211200                                               
B026,R230,00-00-03,NECK RD,BQ,BMT,06/10/2017,16:00:00,REGULAR,0001334904,0000211217                                               
B026,R230,00-00-03,NECK RD,BQ,BMT,06/10/2017,20:00:00,REGULAR,0001335021,0000211232                                               
B026,R230,00-00-03,NECK RD,BQ,BMT,06/11/2017,00:00:00,REGULAR,0001335080,0000211275                                               
B026,R230,00-00-03,NECK RD,BQ,BMT,06/11/2017,04:00:00,REGULAR,0001335088,0000211283                                               
B026,R230,00-00-03,NECK RD,BQ,BMT,06/11/2017,08:00:00,REGULAR,0001335127,0000211291                                               
B026,R230,00-00-03,NECK RD,BQ,BMT,06/11/2017,12:00:00,REGULAR,0001335278,0000211306                                               
B026,R230,00-00-03,NECK RD,BQ,BMT,06/11/2017,16:00:00,REGULAR,0001335440,0000211337                                               
B026,R230,00-00-03,NECK RD,BQ,BMT,06/11/2017,20:00:00,REGULAR,0001335557,0000211368                                               
B026,R230,00-00-03,NECK RD,BQ,BMT,06/12/2017,00:00:00,REGULAR,0001335617,0000211383                                               
B026,R230,00-00-03,NECK RD,BQ,BMT,06/12/2017,04:00:00,REGULAR,0001335622,0000211391                                               
B026,R230,00-00-03,NECK RD,BQ,BMT,06/12/2017,08:00:00,REGULAR,0001335890,0000211397                                               
B026,R230,00-00-03,NECK RD,BQ,BMT,06/12/2017,12:00:00,REGULAR,0001336284,0000211422                                               
B026,R230,00-00-03,NECK RD,BQ,BMT,06/12/2017,16:00:00,REGULAR,0001336453,0000211449                                               
B026,R230,00-00-03,NECK RD,BQ,BMT,06/12/2017,20:00:00,REGULAR,0001336568,0000211494                                               
B026,R230,00-00-03,NECK RD,BQ,BMT,06/13/2017,00:00:00,REGULAR,0001336611,0000211516                                               
B026,R230,00-00-03,NECK RD,BQ,BMT,06/13/2017,04:00:00,REGULAR,0001336624,0000211525                                               
B026,R230,00-00-03,NECK RD,BQ,BMT,06/13/2017,08:00:00,REGULAR,0001336881,0000211532                                               
B026,R230,00-00-03,NECK RD,BQ,BMT,06/13/2017,12:00:00,REGULAR,0001337272,0000211554                                               
B026,R230,00-00-03,NECK RD,BQ,BMT,06/13/2017,16:00:00,REGULAR,0001337458,0000211584                                               
B026,R230,00-00-03,NECK RD,BQ,BMT,06/13/2017,20:00:00,REGULAR,0001337639,0000211639                                               
B026,R230,00-00-03,NECK RD,BQ,BMT,06/14/2017,00:00:00,REGULAR,0001337693,0000211657                                               
B026,R230,00-00-03,NECK RD,BQ,BMT,06/14/2017,04:00:00,REGULAR,0001337708,0000211661                                               
B026,R230,00-00-03,NECK RD,BQ,BMT,06/14/2017,08:00:00,REGULAR,0001338009,0000211667                                               
B026,R230,00-00-03,NECK RD,BQ,BMT,06/14/2017,12:00:00,REGULAR,0001338440,0000211681                                               
B026,R230,00-00-03,NECK RD,BQ,BMT,06/14/2017,16:00:00,REGULAR,0001338646,0000211716                                               
B026,R230,00-00-03,NECK RD,BQ,BMT,06/14/2017,20:00:00,REGULAR,0001338861,0000211786                                               
B026,R230,00-00-03,NECK RD,BQ,BMT,06/15/2017,00:00:00,REGULAR,0001338924,0000211805                                               
B026,R230,00-00-03,NECK RD,BQ,BMT,06/15/2017,04:00:00,REGULAR,0001338929,0000211808                                               
B026,R230,00-00-03,NECK RD,BQ,BMT,06/15/2017,08:00:00,REGULAR,0001339142,0000211814                                               
B026,R230,00-00-03,NECK RD,BQ,BMT,06/15/2017,12:00:00,REGULAR,0001339438,0000211846                                               
B026,R230,00-00-03,NECK RD,BQ,BMT,06/15/2017,16:00:00,REGULAR,0001339606,0000211869                                               
B026,R230,00-00-03,NECK RD,BQ,BMT,06/15/2017,20:00:00,REGULAR,0001339832,0000211925                                               
B026,R230,00-00-03,NECK RD,BQ,BMT,06/16/2017,00:00:00,REGULAR,0001339883,0000211952                                               
B026,R230,00-00-03,NECK RD,BQ,BMT,06/16/2017,04:00:00,REGULAR,0001339890,0000211964                                               
B026,R230,00-00-03,NECK RD,BQ,BMT,06/16/2017,08:00:00,REGULAR,0001340079,0000211977                                               
B026,R230,00-00-03,NECK RD,BQ,BMT,06/16/2017,12:00:00,REGULAR,0001340376,0000211993                                               
B026,R230,00-00-03,NECK RD,BQ,BMT,06/16/2017,16:00:00,REGULAR,0001340532,0000212021                                               
B026,R230,00-00-03,NECK RD,BQ,BMT,06/16/2017,20:00:00,REGULAR,0001340704,0000212066                                               
B026,R230,00-05-00,NECK RD,BQ,BMT,06/10/2017,00:00:00,REGULAR,0000000439,0000000000                                               
B026,R230,00-05-00,NECK RD,BQ,BMT,06/10/2017,04:00:00,REGULAR,0000000439,0000000000                                               
B026,R230,00-05-00,NECK RD,BQ,BMT,06/10/2017,08:00:00,REGULAR,0000000439,0000000000                                               
B026,R230,00-05-00,NECK RD,BQ,BMT,06/10/2017,12:00:00,REGULAR,0000000439,0000000000                                               
B026,R230,00-05-00,NECK RD,BQ,BMT,06/10/2017,16:00:00,REGULAR,0000000439,0000000000                                               
B026,R230,00-05-00,NECK RD,BQ,BMT,06/10/2017,20:00:00,REGULAR,0000000439,0000000000                                               
B026,R230,00-05-00,NECK RD,BQ,BMT,06/11/2017,00:00:00,REGULAR,0000000439,0000000000                                               
B026,R230,00-05-00,NECK RD,BQ,BMT,06/11/2017,04:00:00,REGULAR,0000000439,0000000000                                               
B026,R230,00-05-00,NECK RD,BQ,BMT,06/11/2017,08:00:00,REGULAR,0000000439,0000000000                                               
B026,R230,00-05-00,NECK RD,BQ,BMT,06/11/2017,12:00:00,REGULAR,0000000439,0000000000                                               
B026,R230,00-05-00,NECK RD,BQ,BMT,06/11/2017,16:00:00,REGULAR,0000000439,0000000000                                               
