C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS                                                               
A043,R462,00-00-00,CANAL ST,JNQRZ6W,BMT,06/10/2017,21:00:00,REGULAR,0370158631,0454308268                                         
A043,R462,00-00-00,CANAL ST,JNQRZ6W,BMT,06/11/2017,01:00:00,REGULAR,0370158818,0454308332                                         
A043,R462,00-00-00,CANAL ST,JNQRZ6W,BMT,06/11/2017,05:00:00,REGULAR,0370158841,0454308339                                         
A043,R462,00-00-00,CANAL ST,JNQRZ6W,BMT,06/11/2017,09:00:00,REGULAR,0370158861,0454308391                                         
A043,R462,00-00-00,CANAL ST,JNQRZ6W,BMT,06/11/2017,13:00:00,REGULAR,0370158953,0454308785                                         
A043,R462,00-00-00,CANAL ST,JNQRZ6W,BMT,06/11/2017,17:00:00,REGULAR,0370159198,0454309188                                         
A043,R462,00-00-00,CANAL ST,JNQRZ6W,BMT,06/11/2017,21:00:00,REGULAR,0370159533,0454309462                                         
A043,R462,00-00-00,CANAL ST,JNQRZ6W,BMT,06/12/2017,01:00:00,REGULAR,0370159646,0454309511                                         
A043,R462,00-00-00,CANAL ST,JNQRZ6W,BMT,06/12/2017,05:00:00,REGULAR,0370159657,0454309519                                         
A043,R462,00-00-00,CANAL ST,JNQRZ6W,BMT,06/12/2017,09:00:00,REGULAR,0370159692,0454310000                                         
A043,R462,00-00-00,CANAL ST,JNQRZ6W,BMT,06/12/2017,13:00:00,REGULAR,0370159842,0454310944                                         
A043,R462,00-00-00,CANAL ST,JNQRZ6W,BMT,06/12/2017,17:00:00,REGULAR,0370160201,0454311424                                         
A043,R462,00-00-00,CANAL ST,JNQRZ6W,BMT,06/12/2017,21:00:00,REGULAR,0370161244,0454312020                                         
A043,R462,00-00-00,CANAL ST,JNQRZ6W,BMT,06/13/2017,01:00:00,REGULAR,0370161448,0454312066                                         
A043,R462,00-00-00,CANAL ST,JNQRZ6W,BMT,06/13/2017,05:00:00,REGULAR,0370161460,0454312070                                         
A043,R462,00-00-00,CANAL ST,JNQRZ6W,BMT,06/13/2017,07:26:47,REGULAR,0370161472,0454312167                                         
A043,R462,00-00-00,CANAL ST,JNQRZ6W,BMT,06/13/2017,09:00:00,REGULAR,0370161509,0454312624                                         
A043,R462,00-00-00,CANAL ST,JNQRZ6W,BMT,06/13/2017,13:00:00,REGULAR,0370161635,0454313556                                         
A043,R462,00-00-00,CANAL ST,JNQRZ6W,BMT,06/13/2017,17:00:00,REGULAR,0370161998,0454313996                                         
A043,R462,00-00-00,CANAL ST,JNQRZ6W,BMT,06/13/2017,21:00:00,REGULAR,0370163004,0454314560                                         
A043,R462,00-00-00,CANAL ST,JNQRZ6W,BMT,06/14/2017,01:00:00,REGULAR,0370163244,0454314628                                         
A043,R462,00-00-00,CANAL ST,JNQRZ6W,BMT,06/14/2017,05:00:00,REGULAR,0370163261,0454314630                                         
A043,R462,00-00-00,CANAL ST,JNQRZ6W,BMT,06/14/2017,09:00:00,REGULAR,0370163294,0454315116                                         
A043,R462,00-00-00,CANAL ST,JNQRZ6W,BMT,06/14/2017,13:00:00,REGULAR,0370163420,0454316193                                         
A043,R462,00-00-00,CANAL ST,JNQRZ6W,BMT,06/14/2017,17:00:00,REGULAR,0370163828,0454316723                                         
A043,R462,00-00-00,CANAL ST,JNQRZ6W,BMT,06/14/2017,21:00:00,REGULAR,0370164941,0454317226                                         
A043,R462,00-00-00,CANAL ST,JNQRZ6W,BMT,06/15/2017,01:00:00,REGULAR,0370165228,0454317295                                         
A043,R462,00-00-00,CANAL ST,JNQRZ6W,BMT,06/15/2017,05:00:00,REGULAR,0370165248,0454317300                                         
A043,R462,00-00-00,CANAL ST,JNQRZ6W,BMT,06/15/2017,09:00:00,REGULAR,0370165279,0454317896                                         
A043,R462,00-00-00,CANAL ST,JNQRZ6W,BMT,06/15/2017,13:00:00,REGULAR,0370165427,0454318863                                         
A043,R462,00-00-00,CANAL ST,JNQRZ6W,BMT,06/15/2017,17:00:00,REGULAR,0370165841,0454319425                                         
A043,R462,00-00-00,CANAL ST,JNQRZ6W,BMT,06/15/2017,21:00:00,REGULAR,0370166953,0454319953                                         
A043,R462,00-00-00,CANAL ST,JNQRZ6W,BMT,06/16/2017,01:00:00,REGULAR,0370167232,0454320027                                         
A043,R462,00-00-00,CANAL ST,JNQRZ6W,BMT,06/16/2017,05:00:00,REGULAR,0370167261,0454320033                                         
A043,R462,00-00-00,CANAL ST,JNQRZ6W,BMT,06/16/2017,09:00:00,REGULAR,0370167303,0454320587                                         
A043,R462,00-00-00,CANAL ST,JNQRZ6W,BMT,06/16/2017,13:00:00,REGULAR,0370167448,0454321459                                         
A043,R462,00-00-00,CANAL ST,JNQRZ6W,BMT,06/16/2017,17:00:00,REGULAR,0370167935,0454322082                                         
A043,R462,00-00-00,CANAL ST,JNQRZ6W,BMT,06/16/2017,21:00:00,REGULAR,0370168807,0454322567                                         
A043,R462,00-00-01,CANAL ST,JNQRZ6W,BMT,06/10/2017,01:00:00,REGULAR,0353987185,0438447644                                         
A043,R462,00-00-01,CANAL ST,JNQRZ6W,BMT,06/10/2017,05:00:00,REGULAR,0353987218,0438447657                                         
A043,R462,00-00-01,CANAL ST,JNQRZ6W,BMT,06/10/2017,09:00:00,REGULAR,0353987235,0438447842                                         
A043,R462,00-00-01,CANAL ST,JNQRZ6W,BMT,06/10/2017,13:00:00,REGULAR,0353987366,0438448570                                         
A043,R462,00-00-01,CANAL ST,JNQRZ6W,BMT,06/10/2017,17:00:00,REGULAR,0353987773,0438449331                                         
A043,R462,00-00-01,CANAL ST,JNQRZ6W,BMT,06/10/2017,21:00:00,REGULAR,0353988332,0438449871                                         
A043,R462,00-00-01,CANAL ST,JNQRZ6W,BMT,06/11/2017,01:00:00,REGULAR,0353988595,0438449984                                         
A043,R462,00-00-01,CANAL ST,JNQRZ6W,BMT,06/11/2017,05:00:00,REGULAR,0353988642,0438450007                                         
A043,R462,00-00-01,CANAL ST,JNQRZ6W,BMT,06/11/2017,09:00:00,REGULAR,0353988656,0438450108                                         
A043,R462,00-00-01,CANAL ST,JNQRZ6W,BMT,06/11/2017,13:00:00,REGULAR,0353988759,0438450686                                         
A043,R462,00-00-01,CANAL ST,JNQRZ6W,BMT,06/11/2017,17:00:00,REGULAR,0353989056,0438451230                                         
A043,R462,00-00-01,CANAL ST,JNQRZ6W,BMT,06/11/2017,21:00:00,REGULAR,0353989458,0438451566                                         
A043,R462,00-00-01,CANAL ST,JNQRZ6W,BMT,06/12/2017,01:00:00,REGULAR,0353989604,0438451639                                         
A043,R462,00-00-01,CANAL ST,JNQRZ6W,BMT,06/12/2017,05:00:00,REGULAR,0353989616,0438451648                                         
A043,R462,00-00-01,CANAL ST,JNQRZ6W,BMT,06/12/2017,09:00:00,REGULAR,0353989672,0438452292                                         
A043,R462,00-00-01,CANAL ST,JNQRZ6W,BMT,06/12/2017,13:00:00,REGULAR,0353989826,0438453464                                         
A043,R462,00-00-01,CANAL ST,JNQRZ6W,BMT,06/12/2017,17:00:00,REGULAR,0353990261,0438454028                                         
A043,R462,00-00-01,CANAL ST,JNQRZ6W,BMT,06/12/2017,21:00:00,REGULAR,0353991489,0438454472                                         
A043,R462,00-00-01,CANAL ST,JNQRZ6W,BMT,06/13/2017,01:00:00,REGULAR,0353991740,0438454541                                         
A043,R462,00-00-01,CANAL ST,JNQRZ6W,BMT,06/13/2017,05:00:00,REGULAR,0353991750,0438454553                                         
A043,R462,00-00-01,CANAL ST,JNQRZ6W,BMT,06/13/2017,07:26:47,REGULAR,0353991763,0438454729                                         
A043,R462,00-00-01,CANAL ST,JNQRZ6W,BMT,06/13/2017,09:00:00,REGULAR,0353991810,0438455333                                         
A043,R462,00-00-01,CANAL ST,JNQRZ6W,BMT,06/13/2017,13:00:00,REGULAR,0353991986,0438456476                                         
A043,R462,00-00-01,CANAL ST,JNQRZ6W,BMT,06/13/2017,17:00:00,REGULAR,0353992472,0438457067                                         
A043,R462,00-00-01,CANAL ST,JNQRZ6W,BMT,06/13/2017,21:00:00,REGULAR,0353993679,0438457491                                         
A043,R462,00-00-01,CANAL ST,JNQRZ6W,BMT,06/14/2017,01:00:00,REGULAR,0353993969,0438457578                                         
A043,R462,00-00-01,CANAL ST,JNQRZ6W,BMT,06/14/2017,05:00:00,REGULAR,0353993988,0438457599                                         
A043,R462,00-00-01,CANAL ST,JNQRZ6W,BMT,06/14/2017,09:00:00,REGULAR,0353994047,0438458283                                         
A043,R462,00-00-01,CANAL ST,JNQRZ6W,BMT,06/14/2017,13:00:00,REGULAR,0353994200,0438459495                                         
A043,R462,00-00-01,CANAL ST,JNQRZ6W,BMT,06/14/2017,17:00:00,REGULAR,0353994688,0438460102                                         
A043,R462,00-00-01,CANAL ST,JNQRZ6W,BMT,06/14/2017,21:00:00,REGULAR,0353995889,0438460600                                         
A043,R462,00-00-01,CANAL ST,JNQRZ6W,BMT,06/15/2017,01:00:00,REGULAR,0353996194,0438460682                                         
A043,R462,00-00-01,CANAL ST,JNQRZ6W,BMT,06/15/2017,05:00:00,REGULAR,0353996218,0438460696                                         
A043,R462,00-00-01,CANAL ST,JNQRZ6W,BMT,06/15/2017,09:00:00,REGULAR,0353996275,0438461443                                         
A043,R462,00-00-01,CANAL ST,JNQRZ6W,BMT,06/15/2017,13:00:00,REGULAR,0353996446,0438462578                                         
A043,R462,00-00-01,CANAL ST,JNQRZ6W,BMT,06/15/2017,17:00:00,REGULAR,0353996959,0438463223                                         
A043,R462,00-00-01,CANAL ST,JNQRZ6W,BMT,06/15/2017,21:00:00,REGULAR,0353998154,0438463790                                         
A043,R462,00-00-01,CANAL ST,JNQRZ6W,BMT,06/16/2017,01:00:00,REGULAR,0353998428,0438463934                                         
A043,R462,00-00-01,CANAL ST,JNQRZ6W,BMT,06/16/2017,05:00:00,REGULAR,0353998450,0438463961                                         
A043,R462,00-00-01,CANAL ST,JNQRZ6W,BMT,06/16/2017,09:00:00,REGULAR,0353998498,0438464666                                         
A043,R462,00-00-01,CANAL ST,JNQRZ6W,BMT,06/16/2017,13:00:00,REGULAR,0353998642,0438465790                                         
A043,R462,00-00-01,CANAL ST,JNQRZ6W,BMT,06/16/2017,17:00:00,REGULAR,0353999253,0438466567                                         
A043,R462,00-00-01,CANAL ST,JNQRZ6W,BMT,06/16/2017,21:00:00,REGULAR,0354000274,0438467107                                         
A043,R462,00-00-02,CANAL ST,JNQRZ6W,BMT,06/10/2017,01:00:00,REGULAR,0011996578,0011388448                                         
A043,R462,00-00-02,CANAL ST,JNQRZ6W,BMT,06/10/2017,05:00:00,REGULAR,0011996628,0011388463                                         
A043,R462,00-00-02,CANAL ST,JNQRZ6W,BMT,06/10/2017,09:00:00,REGULAR,0011996670,0011388729                                         
A043,R462,00-00-02,CANAL ST,JNQRZ6W,BMT,06/10/2017,13:00:00,REGULAR,0011996909,0011389418                                         
A043,R462,00-00-02,CANAL ST,JNQRZ6W,BMT,06/10/2017,17:00:00,REGULAR,0011997573,0011390013                                         
A043,R462,00-00-02,CANAL ST,JNQRZ6W,BMT,06/10/2017,21:00:00,REGULAR,0011998343,0011390396                                         
A043,R462,00-00-02,CANAL ST,JNQRZ6W,BMT,06/11/2017,01:00:00,REGULAR,0011998656,0011390510                                         
A043,R462,00-00-02,CANAL ST,JNQRZ6W,BMT,06/11/2017,05:00:00,REGULAR,0011998697,0011390525                                         
A043,R462,00-00-02,CANAL ST,JNQRZ6W,BMT,06/11/2017,09:00:00,REGULAR,0011998725,0011390646                                         
A043,R462,00-00-02,CANAL ST,JNQRZ6W,BMT,06/11/2017,13:00:00,REGULAR,0011998896,0011391209                                         
A043,R462,00-00-02,CANAL ST,JNQRZ6W,BMT,06/11/2017,17:00:00,REGULAR,0011999331,0011391703                                         
A043,R462,00-00-02,CANAL ST,JNQRZ6W,BMT,06/11/2017,21:00:00,REGULAR,0011999828,0011391995                                         
A043,R462,00-00-02,CANAL ST,JNQRZ6W,BMT,06/12/2017,01:00:00,REGULAR,0012000002,0011392060                                         
A043,R462,00-00-02,CANAL ST,JNQRZ6W,BMT,06/12/2017,05:00:00,REGULAR,0012000018,0011392075                                         
A043,R462,00-00-02,CANAL ST,JNQRZ6W,BMT,06/12/2017,09:00:00,REGULAR,0012000192,0011392821                                         
A043,R462,00-00-02,CANAL ST,JNQRZ6W,BMT,06/12/2017,13:00:00,REGULAR,0012000517,0011394046                                         
A043,R462,00-00-02,CANAL ST,JNQRZ6W,BMT,06/12/2017,17:00:00,REGULAR,0012001234,0011394463                                         
A043,R462,00-00-02,CANAL ST,JNQRZ6W,BMT,06/12/2017,21:00:00,REGULAR,0012002912,0011394608                                         
A043,R462,00-00-02,CANAL ST,JNQRZ6W,BMT,06/13/2017,01:00:00,REGULAR,0012003263,0011394671                                         
A043,R462,00-00-02,CANAL ST,JNQRZ6W,BMT,06/13/2017,05:00:00,REGULAR,0012003274,0011394683                                         
A043,R462,00-00-02,CANAL ST,JNQRZ6W,BMT,06/13/2017,07:26:47,REGULAR,0012003314,0011394913                                         
A043,R462,00-00-02,CANAL ST,JNQRZ6W,BMT,06/13/2017,09:00:00,REGULAR,0012003428,0011395621                                         
A043,R462,00-00-02,CANAL ST,JNQRZ6W,BMT,06/13/2017,13:00:00,REGULAR,0012003773,0011396881                                         
A043,R462,00-00-02,CANAL ST,JNQRZ6W,BMT,06/13/2017,17:00:00,REGULAR,0012004508,0011397209                                         
A043,R462,00-00-02,CANAL ST,JNQRZ6W,BMT,06/13/2017,21:00:00,REGULAR,0012006197,0011397381                                         
A043,R462,00-00-02,CANAL ST,JNQRZ6W,BMT,06/14/2017,01:00:00,REGULAR,0012006583,0011397462                                         
A043,R462,00-00-02,CANAL ST,JNQRZ6W,BMT,06/14/2017,05:00:00,REGULAR,0012006614,0011397488                                         
A043,R462,00-00-02,CANAL ST,JNQRZ6W,BMT,06/14/2017,09:00:00,REGULAR,0012006775,0011398262                                         
A043,R462,00-00-02,CANAL ST,JNQRZ6W,BMT,06/14/2017,13:00:00,REGULAR,0012007111,0011399513                                         
A043,R462,00-00-02,CANAL ST,JNQRZ6W,BMT,06/14/2017,17:00:00,REGULAR,0012007899,0011399904                                         
A043,R462,00-00-02,CANAL ST,JNQRZ6W,BMT,06/14/2017,21:00:00,REGULAR,0012009462,0011400116                                         
A043,R462,00-00-02,CANAL ST,JNQRZ6W,BMT,06/15/2017,01:00:00,REGULAR,0012009873,0011400192                                         
A043,R462,00-00-02,CANAL ST,JNQRZ6W,BMT,06/15/2017,05:00:00,REGULAR,0012009903,0011400208                                         
A043,R462,00-00-02,CANAL ST,JNQRZ6W,BMT,06/15/2017,09:00:00,REGULAR,0012010072,0011401149                                         
A043,R462,00-00-02,CANAL ST,JNQRZ6W,BMT,06/15/2017,13:00:00,REGULAR,0012010410,0011402402                                         
A043,R462,00-00-02,CANAL ST,JNQRZ6W,BMT,06/15/2017,17:00:00,REGULAR,0012011173,0011402822                                         
A043,R462,00-00-02,CANAL ST,JNQRZ6W,BMT,06/15/2017,21:00:00,REGULAR,0012012735,0011403032                                         
A043,R462,00-00-02,CANAL ST,JNQRZ6W,BMT,06/16/2017,01:00:00,REGULAR,0012013165,0011403136                                         
A043,R462,00-00-02,CANAL ST,JNQRZ6W,BMT,06/16/2017,05:00:00,REGULAR,0012013203,0011403163                                         
A043,R462,00-00-02,CANAL ST,JNQRZ6W,BMT,06/16/2017,09:00:00,REGULAR,0012013342,0011404032                                         
A043,R462,00-00-02,CANAL ST,JNQRZ6W,BMT,06/16/2017,13:00:00,REGULAR,0012013679,0011405165                                         
A043,R462,00-00-02,CANAL ST,JNQRZ6W,BMT,06/16/2017,17:00:00,REGULAR,0012014640,0011405624                                         
A043,R462,00-00-02,CANAL ST,JNQRZ6W,BMT,06/16/2017,21:00:00,REGULAR,0012015993,0011405844                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/10/2017,01:00:00,REGULAR,0004465832,0003116318                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/10/2017,05:00:00,REGULAR,0004465846,0003116327                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/10/2017,09:00:00,REGULAR,0004465859,0003116382                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/10/2017,13:00:00,REGULAR,0004466009,0003116556                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/10/2017,17:00:00,REGULAR,0004466335,0003116854                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/10/2017,21:00:00,REGULAR,0004466572,0003117014                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/11/2017,01:00:00,REGULAR,0004466689,0003117062                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/11/2017,05:00:00,REGULAR,0004466712,0003117073                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/11/2017,09:00:00,REGULAR,0004466724,0003117092                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/11/2017,13:00:00,REGULAR,0004466800,0003117252                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/11/2017,17:00:00,REGULAR,0004467020,0003117472                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/11/2017,21:00:00,REGULAR,0004467218,0003117591                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/12/2017,01:00:00,REGULAR,0004467304,0003117615                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/12/2017,05:00:00,REGULAR,0004467313,0003117617                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/12/2017,09:00:00,REGULAR,0004467401,0003117752                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/12/2017,13:00:00,REGULAR,0004467587,0003118010                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/12/2017,17:00:00,REGULAR,0004467933,0003118235                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/12/2017,21:00:00,REGULAR,0004468367,0003118433                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/13/2017,01:00:00,REGULAR,0004468482,0003118449                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/13/2017,05:00:00,REGULAR,0004468490,0003118453                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/13/2017,07:26:47,REGULAR,0004468510,0003118474                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/13/2017,09:00:00,REGULAR,0004468583,0003118611                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/13/2017,13:00:00,REGULAR,0004468812,0003118883                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/13/2017,17:00:00,REGULAR,0004469187,0003119104                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/13/2017,21:00:00,REGULAR,0004469679,0003119276                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/14/2017,01:00:00,REGULAR,0004469796,0003119307                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/14/2017,05:00:00,REGULAR,0004469801,0003119314                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/14/2017,09:00:00,REGULAR,0004469913,0003119459                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/14/2017,13:00:00,REGULAR,0004470170,0003119729                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/14/2017,17:00:00,REGULAR,0004470549,0003119980                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/14/2017,21:00:00,REGULAR,0004471062,0003120144                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/15/2017,01:00:00,REGULAR,0004471170,0003120169                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/15/2017,05:00:00,REGULAR,0004471182,0003120178                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/15/2017,09:00:00,REGULAR,0004471289,0003120324                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/15/2017,13:00:00,REGULAR,0004471532,0003120542                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/15/2017,17:00:00,REGULAR,0004471931,0003120821                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/15/2017,21:00:00,REGULAR,0004472432,0003121054                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/16/2017,01:00:00,REGULAR,0004472560,0003121079                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/16/2017,05:00:00,REGULAR,0004472572,0003121087                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/16/2017,09:00:00,REGULAR,0004472664,0003121201                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/16/2017,13:00:00,REGULAR,0004472919,0003121489                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/16/2017,17:00:00,REGULAR,0004473357,0003121736                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/16/2017,21:00:00,REGULAR,0004473805,0003121966                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/10/2017,01:00:00,REGULAR,0004412678,0001467660                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/10/2017,05:00:00,REGULAR,0004412681,0001467660                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/10/2017,09:00:00,REGULAR,0004412692,0001467672                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/10/2017,13:00:00,REGULAR,0004412811,0001467749                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/10/2017,17:00:00,REGULAR,0004413059,0001467938                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/10/2017,21:00:00,REGULAR,0004413327,0001468012                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/11/2017,01:00:00,REGULAR,0004413417,0001468024                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/11/2017,05:00:00,REGULAR,0004413433,0001468028                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/11/2017,09:00:00,REGULAR,0004413443,0001468034                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/11/2017,13:00:00,REGULAR,0004413529,0001468090                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/11/2017,17:00:00,REGULAR,0004413716,0001468174                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/11/2017,21:00:00,REGULAR,0004413896,0001468243                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/12/2017,01:00:00,REGULAR,0004413970,0001468248                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/12/2017,05:00:00,REGULAR,0004413974,0001468249                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/12/2017,09:00:00,REGULAR,0004414023,0001468293                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/12/2017,13:00:00,REGULAR,0004414166,0001468393                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/12/2017,17:00:00,REGULAR,0004414410,0001468506                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/12/2017,21:00:00,REGULAR,0004414747,0001468589                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/13/2017,01:00:00,REGULAR,0004414821,0001468594                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/13/2017,05:00:00,REGULAR,0004414826,0001468595                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/13/2017,07:26:47,REGULAR,0004414836,0001468600                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/13/2017,09:00:00,REGULAR,0004414888,0001468627                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/13/2017,13:00:00,REGULAR,0004415066,0001468711                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/13/2017,17:00:00,REGULAR,0004415342,0001468774                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/13/2017,21:00:00,REGULAR,0004415679,0001468839                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/14/2017,01:00:00,REGULAR,0004415763,0001468845                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/14/2017,05:00:00,REGULAR,0004415767,0001468845                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/14/2017,09:00:00,REGULAR,0004415813,0001468889                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/14/2017,13:00:00,REGULAR,0004415982,0001468964                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/14/2017,17:00:00,REGULAR,0004416249,0001469096                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/14/2017,21:00:00,REGULAR,0004416593,0001469170                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/15/2017,01:00:00,REGULAR,0004416692,0001469181                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/15/2017,05:00:00,REGULAR,0004416698,0001469182                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/15/2017,09:00:00,REGULAR,0004416753,0001469221                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/15/2017,13:00:00,REGULAR,0004416946,0001469334                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/15/2017,17:00:00,REGULAR,0004417259,0001469443                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/15/2017,21:00:00,REGULAR,0004417697,0001469533                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/16/2017,01:00:00,REGULAR,0004417797,0001469542                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/16/2017,05:00:00,REGULAR,0004417808,0001469544                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/16/2017,09:00:00,REGULAR,0004417865,0001469574                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/16/2017,13:00:00,REGULAR,0004418040,0001469700                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/16/2017,17:00:00,REGULAR,0004418381,0001469813                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/16/2017,21:00:00,REGULAR,0004418754,0001469894                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/10/2017,01:00:00,REGULAR,0003622250,0001514992                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/10/2017,05:00:00,REGULAR,0003622260,0001514994                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/10/2017,09:00:00,REGULAR,0003622268,0001515012                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/10/2017,13:00:00,REGULAR,0003622369,0001515092                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/10/2017,17:00:00,REGULAR,0003622579,0001515267                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/10/2017,21:00:00,REGULAR,0003622804,0001515359                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/11/2017,01:00:00,REGULAR,0003622879,0001515380                                         
